tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_int_n	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_gmax	specimen_k_prime	specimen_int_mad	specimen_int_dang	specimen_scat
NA94-3f	100	400	30	1.00	-1.00	-	71.5	5.000e+00	9.326e-01	2.000e+00	1.448e-02	4.779e-01	-7.477e-02	4.476e-01	3.109e-01	t
NA94-3f	100	430	30	1.00	-1.00	-	71.5	6.000e+00	9.469e-01	3.000e+00	1.177e-02	4.706e-01	-6.993e-02	4.722e-01	2.427e-01	t
NA94-3f	100	490	30	1.00	-1.00	-	71.1	7.000e+00	9.559e-01	3.000e+00	1.252e-02	4.662e-01	-5.037e-02	5.135e-01	3.228e-01	t
NA97-10c	100	490	30	1.00	-1.00	-	38.7	8.000e+00	8.133e-01	3.000e+00	2.121e-02	3.219e-01	-1.273e-07	3.199e+00	5.294e+00	t
NA97-10e	0	430	30	1.00	-1.00	-	49.2	7.000e+00	8.069e-01	2.000e+00	2.541e-02	3.626e-01	-1.463e-01	2.403e+00	1.239e+00	t
NA97-10e	0	460	30	1.00	-1.00	-	49.5	8.000e+00	8.555e-01	3.000e+00	2.077e-02	3.420e-01	-1.257e-01	2.134e+00	1.130e+00	t
NA97-10e	0	490	30	1.00	-1.00	-	49.9	9.000e+00	8.908e-01	3.000e+00	1.944e-02	3.285e-01	-1.353e-01	1.942e+00	1.217e+00	t
NA97-10e	100	460	30	1.00	-1.00	-	50.3	7.000e+00	8.164e-01	3.000e+00	2.094e-02	3.584e-01	-1.012e-01	1.662e+00	1.248e+00	t
NA97-10e	100	490	30	1.00	-1.00	-	50.8	8.000e+00	8.517e-01	3.000e+00	1.974e-02	3.435e-01	-1.135e-01	1.526e+00	1.339e+00	t
NA97-10e	200	490	30	1.00	-1.00	-	51.5	7.000e+00	8.095e-01	3.000e+00	2.488e-02	3.615e-01	-1.089e-01	1.410e+00	1.109e+00	t
