tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:07:12:09:00.00	274.3		g	-50.9	5.830e-08	15	3	u	2.730e+02	SAN	0	0	0	0	7.030e+02
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:07:14:28:00.00	288.7		g	-36.1	3.460e-08	16	3	u	2.730e+02	SAN	0	0	0	0	7.330e+02
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:17:00:00.00	231.1		g	-87.6	7.626e-07	17	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:19:02:00.00	233.8		g	-87.4	7.678e-07	18	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:07:21:26:00.00	240.3		g	-88.5	8.648e-07	19	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.630e+02
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:09:33:00.00	299.1		g	-62.0	2.870e-08	20	3	u	2.730e+02	SAN	0	0	0	0	7.630e+02
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.9	2019:01:08:11:36:00.00	269.6		g	-48.0	1.664e-08	21	3	u	2.730e+02	SAN	0	0	0	0	7.830e+02
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:13:32:00.00	211.7		g	-88.8	8.363e-07	22	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
zhang	This study	aniakchak	NA92-42Df	NA92-42D	NA92-42Df		NA92-42Df:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:08:15:31:00.00	143.2		g	-88.2	8.283e-07	23	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.7	2019:01:04:10:54:00.00	112.8		g	4.5	2.135e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.8	2019:01:04:13:41:00.00	111.9		g	4.9	1.967e-07	2	3	u	2.730e+02	SAN	0	0	0	0	3.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:04:16:03:00.00	111.3		g	4.6	1.966e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:05:09:04:00.00	106.7		g	3.1	1.742e-07	4	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.1	2019:01:05:11:19:00.00	111.4		g	4.3	1.738e-07	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.9	2019:01:05:13:54:00.00	106.3		g	7.3	5.682e-08	6	3	u	2.730e+02	SAN	0	0	0	0	5.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.6	2019:01:05:15:38:00.00	108.0		g	3.8	5.585e-08	7	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.9	2019:01:05:17:44:00.00	104.9	average of multiple measurements	g	-47.7	8.173e-08	8	2.0	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:06:08:20:00.00	104.9		g	-54.8	8.432e-08	9	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.230e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.8	2019:01:06:10:34:00.00	107.1		g	6.9	4.458e-08	10	3	u	2.730e+02	SAN	0	0	0	0	6.230e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.9	2019:01:06:12:41:00.00	108.8		g	7.4	4.075e-08	11	3	u	2.730e+02	SAN	0	0	0	0	6.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:06:14:47:00.00	105.6		g	-58.7	8.853e-08	12	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	5.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:06:16:53:00.00	106.2		g	-63.4	9.398e-08	13	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:07:09:56:00.00	107.8		g	-64.4	9.885e-08	14	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.030e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.8	2019:01:07:12:09:00.00	106.8		g	7.0	3.546e-08	15	3	u	2.730e+02	SAN	0	0	0	0	7.030e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.8	2019:01:07:14:28:00.00	108.8		g	7.9	3.160e-08	16	3	u	2.730e+02	SAN	0	0	0	0	7.330e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:07:17:01:00.00	114.1		g	-68.2	9.589e-08	17	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	6.730e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:07:19:02:00.00	104.3		g	-69.8	1.005e-07	18	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:07:21:26:00.00	109.6		g	-74.0	1.090e-07	19	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.630e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.0	2019:01:08:09:34:00.00	106.6		g	5.7	2.207e-08	20	3	u	2.730e+02	SAN	0	0	0	0	7.630e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.8	2019:01:08:11:36:00.00	110.1		g	9.0	1.735e-08	21	3	u	2.730e+02	SAN	0	0	0	0	7.830e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:08:13:32:00.00	108.7		g	-79.2	9.807e-08	22	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.330e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:08:15:31:00.00	103.6		g	-79.5	1.061e-07	23	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.9	2019:01:09:08:19:00.00	102.3		g	-82.3	1.098e-07	24	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.030e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:09:10:34:00.00	111.4		g	10.7	8.350e-09	25	3	u	2.730e+02	SAN	0	0	0	0	8.030e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:09:12:40:00.00	117.8		g	3.1	4.548e-09	26	3	u	2.730e+02	SAN	0	0	0	0	8.180e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:14:34:00.00	91.2		g	-85.4	1.072e-07	27	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	7.830e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:16:36:00.00	111.4		g	-84.6	1.128e-07	28	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.180e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:09:18:36:00.00	87.2		g	-87.1	1.119e-07	29	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	8.330e+02
zhang	This study	aniakchak	NA92-42Dg	NA92-42D	NA92-42Dg		NA92-42Dg:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.9	2019:01:10:09:04:00.00	89.5		g	28.6	1.347e-09	30	3	u	2.730e+02	SAN	0	0	0	0	8.330e+02
zhang	This study	aniakchak	NA92-70a	NA92-70	NA92-70a		NA92-70a:LP-PI-TRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:04:10:17:00.00	157.9		g	82.0	8.161e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
zhang	This study	aniakchak	NA92-70a	NA92-70	NA92-70a		NA92-70a:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.1	2019:01:04:13:00:00.00	176.9	average of multiple measurements	g	83.0	7.548e-07	2	2.0	u	2.730e+02	SAN	0	0	0	0	3.730e+02
zhang	This study	aniakchak	NA92-70a	NA92-70	NA92-70a		NA92-70a:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:04:15:39:00.00	187.1		g	82.7	7.286e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA92-70a	NA92-70	NA92-70a		NA92-70a:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:05:08:39:00.00	139.1		g	-76.6	9.355e-08	4	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
zhang	This study	aniakchak	NA92-70a	NA92-70	NA92-70a		NA92-70a:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:05:10:53:00.00	153.4		g	83.7	1.715e-07	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
zhang	This study	aniakchak	NA92-70b	NA92-70	NA92-70b		NA92-70b:LP-PI-TRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:04:10:17:00.00	75.7		g	-56.1	1.983e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
zhang	This study	aniakchak	NA92-70b	NA92-70	NA92-70b		NA92-70b:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:04:13:01:00.00	77.5		g	-58.8	1.932e-07	2	3	u	2.730e+02	SAN	0	0	0	0	3.730e+02
zhang	This study	aniakchak	NA92-70b	NA92-70	NA92-70b		NA92-70b:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:04:15:40:00.00	73.8		g	-58.8	1.992e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA92-70b	NA92-70	NA92-70b		NA92-70b:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.0	2019:01:05:08:40:00.00	98.9	average of multiple measurements	g	-79.7	1.517e-07	4	2.0	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
zhang	This study	aniakchak	NA92-70b	NA92-70	NA92-70b		NA92-70b:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:05:10:54:00.00	84.3		g	-69.6	5.535e-08	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
zhang	This study	aniakchak	NA92-70c	NA92-70	NA92-70c		NA92-70c:LP-PI-TRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.1	2019:01:04:10:18:00.00	15.2		g	-29.6	2.744e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
zhang	This study	aniakchak	NA92-70c	NA92-70	NA92-70c		NA92-70c:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:04:13:01:00.00	16.4		g	-31.4	2.628e-07	2	3	u	2.730e+02	SAN	0	0	0	0	3.730e+02
zhang	This study	aniakchak	NA92-70c	NA92-70	NA92-70c		NA92-70c:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:04:15:40:00.00	17.5		g	-33.1	2.640e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA92-70c	NA92-70	NA92-70c		NA92-70c:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:05:08:41:00.00	14.2		g	-72.6	1.040e-07	4	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
zhang	This study	aniakchak	NA92-70c	NA92-70	NA92-70c		NA92-70c:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:05:10:54:00.00	9.9		g	-41.1	3.336e-08	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
zhang	This study	aniakchak	NA92-70d	NA92-70	NA92-70d		NA92-70d:LP-PI-TRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.6	2019:01:04:10:18:00.00	137.8		g	-32.5	7.152e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
zhang	This study	aniakchak	NA92-70d	NA92-70	NA92-70d		NA92-70d:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.5	2019:01:04:13:02:00.00	132.6		g	-41.1	5.647e-07	2	3	u	2.730e+02	SAN	0	0	0	0	3.730e+02
zhang	This study	aniakchak	NA92-70d	NA92-70	NA92-70d		NA92-70d:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.4	2019:01:04:15:41:00.00	132.2		g	-42.5	5.658e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA92-70d	NA92-70	NA92-70d		NA92-70d:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.3	2019:01:05:08:42:00.00	134.8		g	-73.4	2.883e-07	4	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
zhang	This study	aniakchak	NA92-70d	NA92-70	NA92-70d		NA92-70d:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	1.0	2019:01:05:10:55:00.00	129.2		g	-43.1	1.021e-07	5	3	u	2.730e+02	SAN	0	0	0	0	4.730e+02
zhang	This study	aniakchak	NA92-70e	NA92-70	NA92-70e		NA92-70e:LP-PI-TRM:LP-PI-BT-IZZI		LT-NO:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.7	2019:01:04:10:19:00.00	33.7		g	59.8	1.895e-07	1	3	u	2.730e+02	SAN	0	0	0	0	2.730e+02
zhang	This study	aniakchak	NA92-70e	NA92-70	NA92-70e		NA92-70e:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-Z:DE-VM:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.2	2019:01:04:13:04:00.00	43.5	average of multiple measurements	g	55.2	1.955e-07	2	2.0	u	2.730e+02	SAN	0	0	0	0	3.730e+02
zhang	This study	aniakchak	NA92-70e	NA92-70	NA92-70e		NA92-70e:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.9	2019:01:04:15:41:00.00	49.1		g	52.7	1.909e-07	3	3	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	3.730e+02
zhang	This study	aniakchak	NA92-70e	NA92-70	NA92-70e		NA92-70e:LP-PI-TRM:LP-PI-BT-IZZI		LT-T-I:DE-VM:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-BT-IZZI	pmagpy-3.4.1	0.1	2019:01:05:08:43:00.00	75.0	average of multiple measurements	g	-80.4	1.013e-07	4	2.0	u	2.730e+02	SAN	0	3.000e-05	0.0	-90.0	4.730e+02
