4330,67.2,72.47,61.93
4320,67.3,72.57,62.03
4310,67.4,72.66,62.14
4300,67.5,72.76,62.24
4290,67.6,72.86,62.34
4280,67.7,72.96,62.44
4270,67.8,73.07,62.53
4260,67.9,73.17,62.63
4250,68,73.28,62.72
4240,68.1,73.38,62.82
4230,68.3,73.59,63.01
4220,68.4,73.69,63.11
4210,68.5,73.8,63.2
4200,68.5,73.8,63.2
4190,68.6,73.9,63.3
4180,68.6,73.89,63.31
4170,68.6,73.89,63.31
4160,68.6,73.89,63.31
4150,68.6,73.89,63.31
4140,68.6,73.9,63.3
4130,68.6,73.9,63.3
4120,68.6,73.91,63.29
4110,68.6,73.92,63.28
4100,68.6,73.92,63.28
4090,68.6,73.92,63.28
4080,68.5,73.81,63.19
4070,68.4,73.71,63.09
4060,68.4,73.7,63.1
4050,68.3,73.6,63
4040,68.2,73.5,62.9
4030,68.1,73.4,62.8
4020,68,73.3,62.7
4010,67.8,73.1,62.5
4000,67.7,73.01,62.39
3990,67.6,72.91,62.29
3980,67.4,72.71,62.09
3970,67.2,72.52,61.88
3960,67,72.32,61.68
3950,66.9,72.23,61.57
3940,66.7,72.04,61.36
3930,66.6,71.95,61.25
3920,66.5,71.87,61.13
3910,66.3,71.68,60.92
3900,66.2,71.6,60.8
3890,66.1,71.52,60.68
3880,66,71.45,60.55
3870,65.9,71.37,60.43
3860,65.8,71.3,60.3
3850,65.8,71.32,60.28
3840,65.7,71.25,60.15
3830,65.6,71.18,60.02
3820,65.6,71.2,60
3810,65.5,71.13,59.87
3800,65.5,71.16,59.84
3790,65.4,71.09,59.71
3780,65.4,71.12,59.68
3770,65.4,71.15,59.65
3760,65.4,71.19,59.61
3750,65.4,71.22,59.58
3740,65.5,71.36,59.64
3730,65.5,71.4,59.6
3720,65.6,71.55,59.65
3710,65.7,71.68,59.72
3700,65.7,71.72,59.68
3690,65.7,71.75,59.65
3680,65.7,71.78,59.62
3670,65.6,71.7,59.5
3660,65.5,71.61,59.39
3650,65.4,71.52,59.28
3640,65.3,71.42,59.18
3630,65.2,71.31,59.09
3620,65.1,71.2,59
3610,64.9,71,58.8
3600,64.8,70.9,58.7
3590,64.6,70.7,58.5
3580,64.4,70.51,58.29
3570,64.2,70.31,58.09
3560,64,70.12,57.88
3550,63.8,69.93,57.67
3540,63.5,69.63,57.37
3530,63.3,69.43,57.17
3520,63,69.13,56.87
3510,62.8,68.92,56.68
3500,62.5,68.6,56.4
3490,62.3,68.39,56.21
3480,62,68.07,55.93
3470,61.8,67.85,55.75
3460,61.6,67.64,55.56
3450,61.5,67.53,55.47
3440,61.3,67.32,55.28
3430,61.2,67.22,55.18
3420,61.1,67.13,55.07
3410,61,67.03,54.97
3400,60.9,66.94,54.86
3390,60.9,66.95,54.85
3380,60.8,66.85,54.75
3370,60.7,66.76,54.64
3360,60.7,66.78,54.62
3350,60.7,66.79,54.61
3340,60.6,66.7,54.5
3330,60.6,66.72,54.48
3320,60.6,66.74,54.46
3310,60.6,66.75,54.45
3300,60.7,66.87,54.53
3290,60.7,66.88,54.52
3280,60.7,66.89,54.51
3270,60.8,66.99,54.61
3260,60.8,67,54.6
3250,60.8,67.01,54.59
3240,60.9,67.12,54.68
3230,61,67.23,54.77
3220,61,67.24,54.76
3210,61.1,67.35,54.85
3200,61.1,67.36,54.84
3190,61.1,67.37,54.83
3180,61.2,67.47,54.93
3170,61.2,67.47,54.93
3160,61.2,67.47,54.93
3150,61.2,67.46,54.94
3140,61.2,67.46,54.94
3130,61.2,67.46,54.94
3120,61.2,67.46,54.94
3110,61.2,67.46,54.94
3100,61.2,67.47,54.93
3090,61.2,67.48,54.92
3080,61.2,67.5,54.9
3070,61.2,67.52,54.88
3060,61.3,67.64,54.96
3050,61.4,67.76,55.04
3040,61.5,67.87,55.13
3030,61.6,67.99,55.21
3020,61.8,68.2,55.4
3010,61.9,68.31,55.49
3000,62.1,68.52,55.68
2990,62.3,68.72,55.88
2980,62.5,68.91,56.09
2970,62.6,69.01,56.19
2960,62.8,69.2,56.4
2950,63,69.4,56.6
2940,63.2,69.6,56.8
2930,63.3,69.7,56.9
2920,63.5,69.91,57.09
2910,63.6,70.01,57.19
2900,63.7,70.12,57.28
2890,63.8,70.22,57.38
2880,63.9,70.33,57.47
2870,64,70.43,57.57
2860,64.1,70.54,57.66
2850,64.1,70.54,57.66
2840,64.2,70.65,57.75
2830,64.2,70.65,57.75
2820,64.2,70.65,57.75
2810,64.1,70.55,57.65
2800,64.1,70.55,57.65
2790,64.1,70.55,57.65
2780,64.1,70.55,57.65
2770,64,70.45,57.55
2760,64,70.45,57.55
2750,64,70.45,57.55
2740,64,70.45,57.55
2730,64,70.46,57.54
2720,64,70.46,57.54
2710,64,70.46,57.54
2700,63.9,70.35,57.45
2690,63.9,70.34,57.46
2680,63.8,70.23,57.37
2670,63.8,70.21,57.39
2660,63.7,70.08,57.32
2650,63.6,69.95,57.25
2640,63.5,69.82,57.18
2630,63.4,69.69,57.11
2620,63.3,69.56,57.04
2610,63.2,69.43,56.97
2600,63.2,69.41,56.99
2590,63.2,69.39,57.01
2580,63.2,69.37,57.03
2570,63.3,69.46,57.14
2560,63.3,69.44,57.16
2550,63.4,69.53,57.27
2540,63.5,69.61,57.39
2530,63.5,69.59,57.41
2520,63.6,69.67,57.53
2510,63.7,69.75,57.65
2500,63.8,69.83,57.77
2490,63.9,69.91,57.89
2480,64,69.99,58.01
2470,64.1,70.08,58.12
2460,64.3,70.27,58.33
2450,64.4,70.36,58.44
2440,64.6,70.55,58.65
2430,64.7,70.65,58.75
2420,64.9,70.85,58.95
2410,65.1,71.04,59.16
2400,65.4,71.34,59.46
2390,65.6,71.53,59.67
2380,65.9,71.83,59.97
2370,66.2,72.12,60.28
2360,66.4,72.32,60.48
2350,66.7,72.61,60.79
2340,67,72.91,61.09
2330,67.3,73.21,61.39
2320,67.6,73.51,61.69
2310,67.8,73.72,61.88
2300,68.1,74.02,62.18
2290,68.3,74.22,62.38
2280,68.5,74.42,62.58
2270,68.7,74.62,62.78
2260,68.9,74.81,62.99
2250,69.2,75.11,63.29
2240,69.4,75.32,63.48
2230,69.6,75.52,63.68
2220,69.8,75.73,63.87
2210,70.1,76.03,64.17
2200,70.3,76.23,64.37
2190,70.6,76.53,64.67
2180,70.8,76.73,64.87
2170,71.1,77.03,65.17
2160,71.3,77.22,65.38
2150,71.5,77.42,65.58
2140,71.8,77.72,65.88
2130,72,77.92,66.08
2120,72.2,78.12,66.28
2110,72.3,78.22,66.38
2100,72.5,78.42,66.58
2090,72.6,78.52,66.68
2080,72.8,78.71,66.89
2070,72.9,78.81,66.99
2060,73,78.9,67.1
2050,73.1,78.99,67.21
2040,73.1,78.98,67.22
2030,73.2,79.07,67.33
2020,73.3,79.15,67.45
2010,73.4,79.23,67.57
2000,73.4,79.22,67.58
1990,73.4,79.21,67.59
1980,73.4,79.21,67.59
1970,73.4,79.2,67.6
1960,73.4,79.2,67.6
1950,73.4,79.19,67.61
1940,73.3,79.09,67.51
1930,73.3,79.08,67.52
1920,73.3,79.08,67.52
1910,73.3,79.08,67.52
1900,73.3,79.07,67.53
1890,73.3,79.07,67.53
1880,73.3,79.07,67.53
1870,73.3,79.06,67.54
1860,73.4,79.16,67.64
1850,73.4,79.16,67.64
1840,73.4,79.15,67.65
1830,73.5,79.24,67.76
1820,73.5,79.24,67.76
1810,73.5,79.23,67.77
1800,73.5,79.22,67.78
1790,73.5,79.21,67.79
1780,73.4,79.1,67.7
1770,73.4,79.09,67.71
1760,73.4,79.08,67.72
1750,73.3,78.97,67.63
1740,73.3,78.96,67.64
1730,73.3,78.95,67.65
1720,73.3,78.94,67.66
1710,73.3,78.92,67.68
1700,73.2,78.81,67.59
1690,73.2,78.8,67.6
1680,73.1,78.68,67.52
1670,72.9,78.47,67.33
1660,72.8,78.35,67.25
1650,72.7,78.23,67.17
1640,72.5,78,67
1630,72.3,77.78,66.82
1620,72.1,77.55,66.65
1610,71.9,77.33,66.47
1600,71.6,77,66.2
1590,71.3,76.69,65.91
1580,71,76.38,65.62
1570,70.7,76.07,65.33
1560,70.3,75.67,64.93
1550,70,75.37,64.63
1540,69.6,74.97,64.23
1530,69.3,74.66,63.94
1520,69,74.36,63.64
1510,68.7,74.05,63.35
1500,68.3,73.64,62.96
1490,68.1,73.43,62.77
1480,67.8,73.12,62.48
1470,67.5,72.8,62.2
1460,67.3,72.59,62.01
1450,67,72.28,61.72
1440,66.8,72.07,61.53
1430,66.5,71.77,61.23
1420,66.3,71.57,61.03
1410,66.1,71.38,60.82
1400,65.9,71.19,60.61
1390,65.7,71.01,60.39
1380,65.5,70.83,60.17
1370,65.3,70.66,59.94
1360,65.2,70.58,59.82
1350,65,70.42,59.58
1340,64.9,70.35,59.45
1330,64.7,70.18,59.22
1320,64.6,70.11,59.09
1310,64.5,70.04,58.96
1300,64.4,69.97,58.83
1290,64.3,69.91,58.69
1280,64.2,69.84,58.56
1270,64.1,69.76,58.44
1260,64,69.69,58.31
1250,63.9,69.61,58.19
1240,63.9,69.62,58.18
1230,63.8,69.53,58.07
1220,63.7,69.43,57.97
1210,63.6,69.34,57.86
1200,63.5,69.24,57.76
1190,63.5,69.25,57.75
1180,63.4,69.16,57.64
1170,63.3,69.07,57.53
1160,63.3,69.08,57.52
1150,63.3,69.1,57.5
1140,63.2,69.01,57.39
1130,63.2,69.02,57.38
1120,63.2,69.04,57.36
1110,63.2,69.05,57.35
1100,63.3,69.16,57.44
1090,63.4,69.28,57.52
1080,63.6,69.5,57.7
1070,63.7,69.62,57.78
1060,64,69.94,58.06
1050,64.2,70.17,58.23
1040,64.4,70.4,58.4
1030,64.7,70.74,58.66
1020,64.9,70.97,58.83
1010,65.2,71.3,59.1
1000,65.4,71.53,59.27
990,65.6,71.74,59.46
980,65.9,72.05,59.75
970,66.1,72.24,59.96
960,66.2,72.33,60.07
950,66.4,72.51,60.29
940,66.6,72.68,60.52
930,66.8,72.84,60.76
920,66.9,72.9,60.9
910,67,72.95,61.05
900,67.1,73.01,61.19
890,67.2,73.06,61.34
880,67.3,73.11,61.49
870,67.3,73.06,61.54
860,67.3,73.02,61.58
850,67.2,72.87,61.53
840,67.1,72.73,61.47
830,67,72.59,61.41
820,66.8,72.35,61.25
810,66.7,72.21,61.19
800,66.5,71.98,61.02
790,66.2,71.65,60.75
780,66,71.42,60.58
770,65.8,71.19,60.41
760,65.6,70.97,60.23
750,65.5,70.85,60.15
740,65.4,70.73,60.07
730,65.4,70.72,60.08
720,65.4,70.71,60.09
710,65.5,70.8,60.2
700,65.7,70.99,60.41
690,65.9,71.19,60.61
680,66.2,71.48,60.92
670,66.5,71.78,61.22
660,66.8,72.09,61.51
650,67.1,72.39,61.81
640,67.3,72.61,61.99
630,67.6,72.92,62.28
620,67.8,73.14,62.46
610,68.1,73.47,62.73
600,68.3,73.7,62.9
590,68.5,73.94,63.06
580,68.7,74.18,63.22
570,69,74.52,63.48
560,69.2,74.76,63.64
550,69.4,75,63.8
540,69.6,75.22,63.98
530,69.8,75.45,64.15
520,69.9,75.56,64.24
510,70.1,75.78,64.42
500,70.2,75.89,64.51
490,70.2,75.89,64.51
480,70.3,76,64.6
470,70.3,75.99,64.61
460,70.3,75.98,64.62
450,70.2,75.86,64.54
440,70.2,75.83,64.57
430,70.1,75.68,64.52
420,70.1,75.64,64.56
410,70,75.49,64.51
400,70,75.44,64.56
390,69.9,75.29,64.51
380,69.8,75.15,64.45
370,69.8,75.11,64.49
360,69.8,75.07,64.53
350,69.8,75.03,64.57
340,69.8,74.99,64.61
330,69.9,75.05,64.75
320,69.9,75,64.8
310,70,75.05,64.95
300,70,75,65
290,70,74.94,65.06
280,69.9,74.79,65.01
270,69.7,74.54,64.86
260,69.4,74.2,64.6
250,69,73.76,64.24
240,68.5,73.24,63.76
230,67.9,72.62,63.18
220,67.1,71.8,62.4
210,66.3,70.99,61.61
200,65.4,70.07,60.73
190,64.5,69.15,59.85
180,63.6,68.22,58.98
170,62.7,67.3,58.1
160,61.9,66.47,57.33
150,61.1,65.65,56.55
140,60.5,65.03,55.97
130,60.1,64.61,55.59
120,59.7,64.2,55.2
110,59.5,63.98,55.02
100,59.4,63.86,54.94
90,59.3,63.74,54.86
80,59.3,63.71,54.89
70,59.3,63.69,54.91
60,59.3,63.68,54.92
50,59.3,63.68,54.92
